/vout X,/vout Y,/vout1 X,/vout1 Y
0,0.9997723738979812,0,0.07414833145614184
0.02,0.9995713746331483,0.02,0.07150649863866554
0.04,0.9992072680667538,0.04,0.06889538178015207
0.06,0.9985666944846391,0.06,0.06631283058475941
0.08,0.9974765488829314,0.08,0.06375506687199167
0.1,0.9956867554775048,0.1,0.0612160470253884
0.12,0.9928542025301677,0.12,0.05868678032953566
0.14,0.9885272461453853,0.14,0.05615470099913083
0.16,0.982127349033897,0.16,0.05360318282000454
0.18,0.9729232857575325,0.18,0.05101132265863025
0.2,0.9599913663563359,0.2,0.04835439703633383
0.22,0.9421785736485914,0.22,0.04560602144302679
0.24,0.9180397390894121,0.24,0.0427436899136022
0.26,0.8858612354121692,0.26,0.03975863745691156
0.28,0.844133770264653,0.28,0.03666754718626951
0.3,0.7940406012666632,0.3,0.03351893178929246
0.32,0.7435052954472048,0.32,0.03038715327619752
0.34,0.6999429731573954,0.34,0.02735494285644981
0.36,0.6628128501409666,0.36,0.02449370095342522
0.3800000000000001,0.6294119228815428,0.3800000000000001,0.02185102333142609
0.4000000000000001,0.59811353899213,0.4000000000000001,0.01944840329328848
0.4200000000000001,0.5680555361277877,0.4200000000000001,0.01728610205143632
0.4400000000000001,0.5387704408656625,0.4400000000000001,0.01535056233463128
0.4600000000000001,0.5100155943930729,0.4600000000000001,0.01362115394916019
0.4800000000000001,0.4816842924161351,0.4800000000000001,0.01207499547290726
0.5000000000000001,0.4537551658387738,0.5000000000000001,0.01068985263519055
0.5200000000000001,0.4262658847109685,0.5200000000000001,0.009445599064071469
0.5400000000000001,0.3993039513468203,0.5400000000000001,0.008324765099549446
0.5600000000000002,0.3730111701930809,0.5600000000000002,0.007312576563490172
0.5800000000000002,0.3476011784170006,0.5800000000000002,0.006396743923994965
0.6000000000000002,0.3233884723687532,0.6000000000000002,0.005567152773760081
0.6200000000000002,0.300811830388831,0.6200000000000002,0.004815534961691125
0.6400000000000002,0.2803876490398247,0.6400000000000002,0.004135157394555367
0.6600000000000003,0.262509554860651,0.6600000000000003,0.003520542439284311
0.6800000000000003,0.2472171786023055,0.6800000000000003,0.002967222300840372
0.7000000000000003,0.2342252231999071,0.7000000000000003,0.002471524667697048
0.7200000000000003,0.2231394548597058,0.7200000000000003,0.002030385197030304
0.7400000000000003,0.2136001901863966,0.7400000000000003,0.001641182106555551
0.7600000000000003,0.2053191445306685,0.7600000000000003,0.001301587823165975
0.7800000000000004,0.1980730255516508,0.7800000000000004,0.001009430955975695
0.8000000000000004,0.1916888432003419,0.8000000000000004,0.0007625574443384269
0.8200000000000004,0.1860308464630703,0.8200000000000004,0.0005586721781115459
0.8400000000000004,0.1809905446181445,0.8400000000000004,0.0003951359834289994
0.8600000000000004,0.1764793183869628,0.8600000000000004,0.0002687042263577263
0.8800000000000004,0.1724230087077029,0.8800000000000004,0.0001752538717888421
0.9000000000000005,0.168758200783671,0.9000000000000005,0.0001096635663977906
0.9200000000000005,0.1654301440597433,0.9200000000000005,6.607534100546758e-05
0.9400000000000005,0.1623919891079557,0.9400000000000005,3.857865874458217e-05
0.9600000000000005,0.1596045138846755,0.9600000000000005,2.19945755628218e-05
0.9800000000000005,0.1570355414850307,0.9800000000000005,1.234372156837019e-05
1,0.1546588819834885,1,6.878585559817661e-06
